회자	추첨일	N1-N2-N3-N4-N5-N6	BN	SUM	AC	L05	L10	1등	당첨금액	2등	당첨금액	3등	당첨금액	4등	당첨금액	5등	당첨금액	자동	수동	반자동
0169	2006-02-25	16-27-35-37-43-45	19	203	6	3	3	5	2,482,888,380	31	66,744,312	1,171	1,766,929	62,705	65,994	1,069,471	5,000	0	0	0
0170	2006-03-04	02-11-13-15-31-42	10	114	7	4	4	6	1,923,108,250	27	71,226,232	1,309	1,469,144	67,030	57,381	1,125,608	5,000	0	0	0
0171	2006-03-11	04-16-25-29-34-35	01	143	9	2	5	6	1,961,339,700	19	103,228,406	1,381	1,420,232	71,461	54,893	1,113,068	5,000	0	0	0
0172	2006-03-18	04-19-21-24-26-41	35	135	4	2	6	11	1,081,154,073	19	104,321,885	1,276	1,553,383	65,456	60,564	1,111,595	5,000	0	0	0
0173	2006-03-25	03-09-24-30-33-34	18	133	8	4	5	8	1,487,736,788	63	31,486,493	1,448	1,369,924	78,349	50,637	1,261,354	5,000	0	0	0
0174	2006-04-01	13-14-18-22-35-39	16	141	6	2	5	7	1,771,103,058	26	79,472,574	1,325	1,559,462	64,999	63,580	1,101,483	5,000	0	0	0
0175	2006-04-08	19-26-28-31-33-36	17	173	5	4	6	5	2,371,132,620	48	41,165,497	1,347	1,466,922	67,585	58,473	1,137,627	5,000	0	0	0
0176	2006-04-15	04-17-30-32-33-34	15	150	7	4	4	5	2,314,663,080	40	48,222,148	1,535	1,256,604	76,689	50,305	1,191,081	5,000	0	0	0
0177	2006-04-22	01-10-13-16-37-43	06	120	7	2	5	7	1,693,285,500	30	65,849,992	1,260	1,567,857	64,437	61,316	1,097,033	5,000	0	0	0
0178	2006-04-29	01-05-11-12-18-23	09	70	7	2	3	5	2,254,621,080	44	42,701,157	1,566	1,199,778	74,612	50,364	1,200,574	5,000	0	0	0
0179	2006-05-06	05-09-17-25-39-43	32	138	7	5	6	10	1,081,093,920	53	33,996,665	1,540	1,170,016	69,956	51,514	1,125,523	5,000	0	0	0
0180	2006-05-13	02-15-20-21-29-34	22	121	6	1	5	2	5,763,371,550	35	54,889,253	1,284	1,496,203	62,876	61,109	1,047,300	5,000	0	0	0
0181	2006-05-20	14-21-23-32-40-45	44	175	9	3	4	6	1,941,763,300	24	80,906,805	1,233	1,574,829	60,637	64,046	1,028,918	5,000	0	0	0
0182	2006-05-27	13-15-27-29-34-40	35	158	8	5	5	3	3,721,439,400	44	42,289,085	1,228	1,515,245	59,004	63,071	1,000,820	5,000	0	0	0
0183	2006-06-03	02-18-24-34-40-42	05	160	6	4	5	6	1,777,221,500	25	71,088,860	1,294	1,373,433	67,137	52,944	1,039,403	5,000	0	0	0
0184	2006-06-10	01-02-06-16-20-33	41	78	8	3	5	6	1,747,753,050	31	56,379,131	1,331	1,313,113	63,344	55,183	1,054,829	5,000	0	0	0
0185	2006-06-17	01-02-04-08-19-38	14	72	10	2	4	3	3,522,485,800	34	51,801,262	1,228	1,434,237	65,938	53,422	1,055,823	5,000	0	0	0
0186	2006-06-24	04-10-14-19-21-45	09	113	10	5	6	9	1,187,882,600	46	38,735,303	1,169	1,524,230	58,566	60,849	984,795	5,000	0	0	0
0187	2006-07-01	01-02-08-18-29-38	42	96	10	6	6	7	1,544,733,900	19	94,852,082	1,253	1,438,300	59,780	60,295	981,217	5,000	0	0	0
0188	2006-07-08	19-24-27-30-31-34	36	165	6	4	4	3	3,501,405,200	33	53,051,594	1,320	1,326,290	61,227	57,188	1,016,219	5,000	0	0	0
0189	2006-07-15	08-14-32-35-37-45	28	171	10	3	4	3	3,461,775,100	33	52,451,138	1,085	1,595,289	52,193	66,327	903,280	5,000	0	0	0
0190	2006-07-22	08-14-18-30-31-44	15	145	9	5	5	6	1,784,159,450	33	54,065,438	1,016	1,756,063	53,791	66,337	918,127	5,000	0	0	0
0191	2006-07-29	05-06-24-25-32-37	08	129	8	3	4	4	2,577,114,675	23	74,698,977	1,145	1,500,504	59,650	57,606	1,017,334	5,000	0	0	0
0192	2006-08-05	04-08-11-18-37-45	33	123	9	5	5	4	2,445,348,375	38	42,900,849	1,098	1,484,729	55,766	58,467	943,042	5,000	0	0	0
0193	2006-08-12	06-14-18-26-36-39	13	139	8	3	3	3	3,404,449,700	20	85,111,243	1,135	1,499,758	58,638	58,059	974,398	5,000	0	0	0
0194	2006-08-19	15-20-23-26-39-44	28	167	7	3	4	4	2,650,567,875	21	84,145,012	1,072	1,648,364	53,559	65,985	917,061	5,000	0	0	0
0195	2006-08-26	07-10-19-22-35-40	31	133	8	1	3	11	918,992,591	66	25,527,572	1,691	996,346	70,324	47,916	1,067,833	5,000	0	0	0
0196	2006-09-02	35-36-37-41-44-45	30	238	5	5	5	15	727,876,520	27	67,395,975	1,518	1,198,743	58,079	62,663	937,967	5,000	0	0	0
0197	2006-09-09	07-12-16-34-42-45	04	156	10	2	3	6	1,803,018,300	42	42,929,008	1,229	1,467,062	58,551	61,588	993,294	5,000	0	0	0
0198	2006-09-16	12-19-20-25-41-45	02	162	10	5	6	6	1,797,855,050	25	71,914,202	1,050	1,712,243	55,693	64,564	965,692	5,000	0	0	0
0199	2006-09-23	14-21-22-25-30-36	43	148	8	4	5	2	5,344,252,200	23	77,452,931	1,049	1,698,206	55,426	64,281	939,272	5,000	0	0	0
0200	2006-09-30	05-06-13-14-17-20	07	75	6	2	4	8	1,344,616,613	58	30,910,727	1,387	1,292,590	66,233	54,137	1,078,398	5,000	0	0	0
0201	2006-10-07	03-11-24-38-39-44	26	159	10	1	4	1	9,719,465,400	37	43,781,376	1,347	1,202,607	61,045	53,073	985,655	5,000	0	0	0
0202	2006-10-14	12-14-27-33-39-44	17	169	9	4	4	6	1,893,391,700	40	47,334,793	1,232	1,536,844	62,532	60,558	1,043,620	5,000	0	0	0
0203	2006-10-21	01-03-11-24-30-32	07	101	6	4	4	5	2,164,564,740	43	41,948,930	1,328	1,358,287	66,916	53,913	1,095,728	5,000	0	0	0
0204	2006-10-28	03-12-14-35-40-45	05	149	9	4	6	8	1,358,347,125	23	78,744,761	1,180	1,534,856	57,646	62,837	985,516	5,000	0	0	0
0205	2006-11-04	01-03-21-29-35-37	30	126	7	4	5	6	1,835,221,800	21	87,391,515	1,098	1,671,423	56,067	65,466	962,608	5,000	0	0	0
0206	2006-11-11	01-02-03-15-20-25	43	66	8	3	4	5	2,032,859,340	36	47,056,930	1,549	1,093,641	66,445	50,992	1,044,599	5,000	0	0	0
0207	2006-11-18	03-11-14-31-32-37	38	128	10	5	5	5	2,104,673,760	37	47,402,563	1,203	1,457,935	60,871	57,627	1,020,444	5,000	0	0	0
0208	2006-11-25	14-25-31-34-40-44	24	188	8	5	6	6	1,760,767,400	34	51,787,277	1,224	1,438,536	64,277	54,787	1,030,103	5,000	0	0	0
0209	2006-12-02	02-07-18-20-24-33	37	104	9	3	4	6	1,660,896,350	34	48,849,893	1,358	1,223,046	65,973	50,351	1,053,545	5,000	0	0	0
0210	2006-12-09	10-19-22-23-25-37	39	136	7	2	3	2	5,139,085,950	46	37,239,754	1,298	1,319,745	64,325	53,262	1,049,739	5,000	0	0	0
0211	2006-12-16	12-13-17-20-33-41	08	136	8	2	5	10	1,035,800,250	29	59,528,750	1,308	1,319,828	64,785	53,295	1,080,600	5,000	0	0	0
0212	2006-12-23	11-12-18-21-31-38	08	131	7	4	6	4	2,660,747,250	36	49,273,098	1,228	1,444,489	64,059	55,382	1,066,249	5,000	0	0	0
0213	2006-12-30	02-03-04-05-20-24	42	58	7	4	4	8	1,376,678,025	33	55,623,355	1,977	928,463	95,451	38,462	1,203,368	5,000	0	0	0
0214	2007-01-06	05-07-20-25-28-37	32	122	10	5	5	8	1,406,980,875	36	52,110,403	1,433	1,309,124	70,219	53,433	1,167,625	5,000	0	0	0
0215	2007-01-13	02-03-07-15-43-44	04	114	8	3	5	7	1,587,689,615	32	57,884,518	1,248	1,484,219	65,898	56,218	1,062,967	5,000	0	0	0
0216	2007-01-20	07-16-17-33-36-40	01	149	10	3	4	13	848,506,108	63	29,181,427	2,612	703,840	79,174	46,441	1,157,342	5,000	0	0	0
0217	2007-01-27	16-20-27-33-35-39	38	170	7	3	3	7	1,611,246,172	29	64,820,249	1,206	1,558,696	64,156	58,601	1,066,490	5,000	0	0	0
0218	2007-02-03	01-08-14-18-29-44	20	114	9	2	3	4	2,779,075,800	26	71,258,354	1,203	1,540,081	60,492	61,255	996,397	5,000	0	0	0
0219	2007-02-10	04-11-20-26-35-37	16	133	8	4	5	9	1,208,409,167	41	44,210,092	1,292	1,402,952	63,889	56,743	1,065,147	5,000	0	0	0
0220	2007-02-17	05-11-19-21-34-43	31	133	10	3	5	6	1,958,094,950	28	69,931,963	1,317	1,486,785	67,271	58,216	1,122,150	5,000	0	0	0
0221	2007-02-24	02-20-33-35-37-40	10	167	9	6	6	6	1,800,104,250	44	40,911,461	1,608	1,119,468	75,459	47,711	1,167,205	5,000	0	0	0
0222	2007-03-03	05-07-28-29-39-43	44	151	10	5	6	5	2,275,193,820	33	57,454,390	1,105	1,715,833	57,093	66,418	981,530	5,000	0	0	0
0223	2007-03-10	01-03-18-20-26-27	38	95	8	5	6	7	1,498,170,600	39	44,817,070	1,416	1,234,369	67,509	51,782	1,107,956	5,000	0	0	0
0224	2007-03-17	04-19-26-27-30-42	07	148	8	4	4	6	1,808,969,950	26	69,575,768	1,158	1,562,151	60,549	59,753	1,025,571	5,000	0	0	0
0225	2007-03-24	05-11-13-19-31-36	07	115	8	3	4	6	1,777,201,800	41	43,346,386	1,287	1,380,888	65,281	54,448	1,080,798	5,000	0	0	0
0226	2007-03-31	02-06-08-14-21-22	34	73	8	2	4	6	1,744,100,150	38	45,897,373	1,305	1,336,476	64,076	54,439	1,026,364	5,000	0	0	0
0227	2007-04-07	04-05-15-16-22-42	02	104	8	4	5	2	5,253,542,400	24	72,965,867	1,103	1,587,653	56,663	61,811	942,116	5,000	0	0	0
0228	2007-04-14	17-25-35-36-39-44	23	196	8	2	4	9	1,146,700,334	39	44,103,859	1,338	1,285,539	66,002	52,122	1,036,309	5,000	0	0	0
0229	2007-04-21	04-05-09-11-23-38	35	90	10	3	3	7	1,451,441,100	27	62,716,591	1,312	1,290,662	67,524	50,156	1,089,603	5,000	0	0	0
0230	2007-04-28	05-11-14-29-32-33	12	124	8	3	5	8	1,292,929,163	25	68,956,222	1,037	1,662,397	56,346	61,190	971,324	5,000	0	0	0
0231	2007-05-05	05-10-19-31-44-45	27	154	8	4	4	9	1,088,365,900	19	85,923,624	1,267	1,288,516	59,311	55,051	970,465	5,000	0	0	0
0232	2007-05-12	08-09-10-12-24-44	35	107	8	4	4	9	1,110,918,400	18	92,576,534	1,268	1,314,178	65,000	51,274	1,023,708	5,000	0	0	0
0233	2007-05-19	04-06-13-17-28-40	39	108	9	2	5	10	999,153,750	26	64,048,318	1,274	1,307,109	62,535	53,259	1,021,168	5,000	0	0	0
0234	2007-05-26	13-21-22-24-26-37	04	143	7	2	5	4	2,519,743,875	23	73,036,055	1,049	1,601,363	54,926	61,167	921,750	5,000	0	0	0
0235	2007-06-02	21-22-26-27-31-37	08	164	4	5	6	3	3,433,330,100	29	59,195,347	1,178	1,457,271	59,548	57,657	901,409	5,000	0	0	0
0236	2007-06-09	01-04-08-13-37-39	07	102	10	4	5	2	5,030,040,150	41	40,894,636	1,046	1,602,945	54,480	61,553	940,827	5,000	0	0	0
0237	2007-06-16	01-11-17-21-24-44	33	118	7	5	6	7	1,440,630,729	39	43,095,792	1,098	1,530,725	57,338	58,626	974,357	5,000	0	0	0
0238	2007-06-23	02-04-15-28-31-34	35	114	8	3	4	9	1,121,660,567	29	58,016,926	1,066	1,578,322	54,591	61,640	930,266	5,000	0	0	0
0239	2007-06-30	11-15-24-39-41-44	07	174	10	5	5	9	1,134,140,167	29	58,662,423	1,083	1,570,832	55,850	60,921	927,236	5,000	0	0	0
0240	2007-07-07	06-10-16-40-41-43	21	156	10	1	4	2	5,098,251,450	28	60,693,470	1,084	1,567,728	57,376	59,238	961,510	5,000	0	0	0
0241	2007-07-14	02-16-24-27-28-35	21	132	8	5	5	4	2,552,016,300	34	50,039,536	967	1,759,405	53,783	63,267	922,001	5,000	0	0	0
0242	2007-07-21	04-19-20-21-32-34	43	130	6	3	4	8	1,234,542,375	36	45,723,792	1,245	1,322,134	60,644	54,286	975,863	5,000	0	0	0
0243	2007-07-28	02-12-17-19-28-42	34	120	10	4	5	4	2,408,850,000	29	55,375,863	1,089	1,474,656	54,055	59,418	918,683	5,000	0	0	0
0244	2007-08-04	13-16-25-36-37-38	19	165	8	1	3	1	9,121,583,100	25	60,810,554	1,096	1,387,103	54,930	55,353	900,577	5,000	0	0	0
0245	2007-08-11	09-11-27-31-32-38	22	148	10	4	5	7	1,382,583,129	35	46,086,105	1,092	1,477,119	57,445	56,159	959,435	5,000	0	0	0
0246	2007-08-18	13-18-21-23-26-39	15	140	5	2	4	5	1,911,774,240	26	61,274,816	1,294	1,231,179	59,600	53,462	959,025	5,000	0	0	0
0247	2007-08-25	12-15-28-36-39-40	13	170	8	4	6	6	1,669,313,900	29	57,562,549	1,019	1,638,189	52,284	63,856	884,542	5,000	0	0	0
0248	2007-09-01	03-08-17-23-38-45	13	134	9	3	3	8	1,227,479,363	23	71,158,224	1,155	1,417,004	58,847	55,624	961,562	5,000	0	0	0
0249	2007-09-08	03-08-27-31-41-44	11	154	10	4	6	6	1,663,568,700	29	57,364,438	1,169	1,423,070	56,034	59,378	926,776	5,000	0	0	0
0250	2007-09-15	19-23-30-37-43-45	38	197	9	3	5	5	1,994,726,280	17	97,780,700	1,051	1,581,610	51,328	64,771	887,737	5,000	0	0	0
0251	2007-09-22	06-07-19-25-28-38	45	123	8	3	5	8	1,282,616,400	40	42,753,880	1,242	1,376,937	62,015	55,153	1,028,991	5,000	0	0	0
0252	2007-09-29	14-23-26-31-39-45	28	178	9	5	5	7	1,391,089,715	24	67,622,417	1,087	1,493,044	51,895	62,547	874,916	5,000	0	0	0
0253	2007-10-06	08-19-25-31-34-36	33	153	7	5	6	4	2,466,189,525	20	82,206,318	1,169	1,406,439	57,084	57,604	942,682	5,000	0	0	0
0254	2007-10-13	01-05-19-20-24-30	27	99	8	2	2	1	9,741,015,900	33	49,197,050	1,225	1,325,309	59,196	54,852	978,906	5,000	0	0	0
0255	2007-10-20	01-05-06-24-27-42	32	105	9	5	5	6	1,598,618,550	13	122,970,658	1,054	1,516,716	55,422	57,689	945,297	5,000	0	0	0
0256	2007-10-27	04-11-14-21-23-43	32	116	8	3	5	2	4,891,017,000	34	47,951,148	1,192	1,367,735	56,975	57,230	938,980	5,000	0	0	0
0257	2007-11-03	06-13-27-31-32-37	04	146	9	3	5	4	2,391,377,025	18	88,569,520	1,233	1,292,986	57,977	54,996	954,861	5,000	0	0	0
0258	2007-11-10	14-27-30-31-38-40	17	180	9	4	6	4	2,426,434,350	28	57,772,247	1,724	938,297	54,638	59,213	901,197	5,000	0	0	0
0259	2007-11-17	04-05-14-35-42-45	34	145	8	4	5	2	4,838,533,500	25	64,513,780	1,030	1,565,869	50,402	64,000	864,868	5,000	0	0	0
0260	2007-11-24	07-12-15-24-37-40	43	135	8	3	4	4	2,310,085,575	26	59,232,964	1,284	1,199,422	58,258	52,871	933,907	5,000	0	0	0
0261	2007-12-01	06-11-16-18-31-43	02	125	7	4	4	3	3,192,299,100	32	49,879,674	1,104	1,445,788	56,285	56,717	929,205	5,000	0	0	0
0262	2007-12-08	09-12-24-25-29-31	36	130	10	3	4	2	4,518,741,600	21	71,726,058	1,106	1,361,888	54,807	54,966	910,729	5,000	2	0	0
0263	2007-12-15	01-27-28-32-37-40	18	165	9	4	5	6	1,551,704,900	27	57,470,552	937	1,656,036	50,490	61,466	864,303	5,000	6	0	0
0264	2007-12-22	09-16-27-36-41-44	05	173	10	3	4	7	1,344,889,200	27	58,112,497	1,047	1,498,604	50,096	62,642	840,243	5,000	3	4	0
0265	2007-12-29	05-09-34-37-38-39	12	162	7	3	4	8	1,200,838,575	19	84,269,374	1,010	1,585,266	52,966	60,459	889,156	5,000	8	0	0
0266	2008-01-05	03-04-09-11-22-42	37	91	10	2	4	3	3,207,211,700	36	44,544,607	1,194	1,343,054	58,820	54,526	986,495	5,000	2	1	0
0267	2008-01-12	07-08-24-34-36-41	01	150	9	4	5	3	3,257,663,300	28	58,172,559	1,141	1,427,548	55,101	59,122	925,922	5,000	3	0	0
0268	2008-01-19	03-10-19-24-32-45	12	133	8	3	4	7	1,350,954,515	35	45,031,818	1,362	1,157,206	61,857	50,960	969,153	5,000	1	6	0
0269	2008-01-26	05-18-20-36-42-43	32	164	10	3	5	5	1,961,399,940	22	74,295,453	1,014	1,611,933	50,514	64,715	866,762	5,000	5	0	0
0270	2008-02-02	05-09-12-20-21-26	27	93	10	3	4	5	1,927,830,060	32	50,203,908	1,242	1,293,499	59,807	53,724	971,485	5,000	4	1	0
0271	2008-02-09	03-08-09-27-29-40	36	116	10	3	6	6	1,565,918,150	28	55,925,649	1,256	1,246,751	59,418	52,709	956,127	5,000	3	3	0
0272	2008-02-16	07-09-12-27-39-43	28	137	10	5	6	9	1,104,622,800	39	42,485,493	1,370	1,209,442	63,219	52,419	1,017,199	5,000	5	4	0
0273	2008-02-23	01-08-24-31-34-44	06	142	7	3	6	3	3,339,543,100	21	79,512,931	1,096	1,523,515	56,192	59,431	942,078	5,000	2	1	0
0274	2008-03-01	13-14-15-26-35-39	25	142	8	2	2	4	2,505,085,575	37	45,136,678	1,254	1,331,784	57,315	58,277	923,057	5,000	3	1	0
0275	2008-03-08	14-19-20-35-38-40	26	166	8	4	6	1	10,044,066,900	19	88,105,850	991	1,689,215	51,657	64,813	884,959	5,000	1	0	0
0276	2008-03-15	04-15-21-33-39-41	25	153	8	3	5	3	3,312,569,000	31	53,428,533	1,161	1,426,602	59,894	55,308	944,192	5,000	2	1	0
0277	2008-03-22	10-12-13-15-25-29	20	104	8	4	5	3	3,272,627,800	31	52,784,320	1,104	1,482,169	55,271	59,211	914,243	5,000	3	0	0
0278	2008-03-29	03-11-37-39-41-43	13	174	7	3	4	3	3,186,530,000	27	59,009,815	1,089	1,463,054	55,643	57,268	922,288	5,000	3	0	0
0279	2008-04-05	07-16-31-36-37-38	11	165	9	3	5	5	1,914,205,320	27	59,080,412	1,088	1,466,150	55,421	57,566	922,712	5,000	4	1	0
0280	2008-04-12	10-11-23-24-36-37	35	141	2	4	5	7	1,355,258,529	27	58,560,554	1,145	1,380,904	53,915	58,653	905,130	5,000	4	3	0
0281	2008-04-19	01-03-04-06-14-41	12	69	8	4	5	6	1,554,683,200	37	42,018,465	1,491	1,042,712	74,543	41,713	970,685	5,000	3	3	0
0282	2008-04-26	02-05-10-18-31-32	30	98	8	2	2	7	1,322,052,643	32	48,199,836	1,523	1,012,735	66,297	46,530	1,020,328	5,000	4	3	0
0283	2008-05-03	06-08-18-31-38-45	42	146	9	4	5	3	3,137,224,600	24	65,358,846	1,061	1,478,429	52,989	59,206	876,107	5,000	3	0	0
0284	2008-05-10	02-07-15-24-30-45	28	123	9	4	5	3	3,117,640,300	14	111,344,297	955	1,632,273	50,537	61,691	859,700	5,000	2	1	0
0285	2008-05-17	13-33-37-40-41-45	02	209	7	3	6	3	3,164,370,100	26	60,853,272	1,017	1,555,738	51,283	61,705	872,117	5,000	3	0	0
0286	2008-05-24	01-15-19-40-42-44	17	161	7	3	4	3	3,236,566,300	27	59,936,413	1,033	1,566,586	48,857	66,246	857,882	5,000	3	0	0
0287	2008-05-31	06-12-24-27-35-37	41	141	10	3	4	7	1,328,657,100	37	41,894,594	1,330	1,165,489	60,597	51,161	962,149	5,000	6	1	0
0288	2008-06-07	01-12-17-28-35-41	10	134	8	4	4	4	2,357,261,550	24	65,479,488	1,056	1,488,171	50,246	62,553	853,998	5,000	2	2	0
0289	2008-06-14	03-14-33-37-38-42	10	167	8	4	6	0	0	24	63,761,694	1,019	1,501,748	52,281	58,541	880,103	5,000	0	0	0
0290	2008-06-21	08-13-18-32-39-45	07	155	9	2	5	13	2,149,214,424	61	51,251,650	2,297	1,361,059	106,752	58,573	1,783,529	5,000	10	3	0
0291	2008-06-28	03-07-08-18-20-42	45	98	10	4	5	7	1,450,585,200	39	43,393,575	1,227	1,379,258	62,513	54,144	1,029,643	5,000	6	1	0
0292	2008-07-05	17-18-31-32-33-34	10	165	3	4	5	14	720,373,950	37	45,428,988	1,688	995,778	66,893	50,256	977,718	5,000	5	9	0
0293	2008-07-12	01-09-17-21-29-33	24	110	3	3	3	6	1,656,764,400	21	78,893,543	1,154	1,435,672	61,059	54,268	926,442	5,000	6	0	0
0294	2008-07-19	06-10-17-30-37-38	40	138	8	3	5	4	2,406,504,975	26	61,705,256	1,137	1,411,027	56,795	56,496	947,708	5,000	4	0	0
0295	2008-07-26	01-04-12-16-18-38	08	89	10	3	4	0	0	26	62,969,875	1,013	1,616,207	55,376	59,131	950,380	5,000	0	0	0
0296	2008-08-02	03-08-15-27-30-45	44	128	8	4	6	8	3,066,088,275	53	46,243,415	2,066	1,186,303	89,945	54,498	1,435,988	5,000	3	5	0
0297	2008-08-09	06-11-19-20-28-32	34	116	7	3	5	2	5,056,668,750	28	60,198,438	1,275	1,322,005	61,258	55,032	993,035	5,000	2	0	0
0298	2008-08-16	05-09-27-29-37-40	19	147	10	4	4	1	9,909,778,500	40	41,290,744	1,353	1,220,717	63,561	51,970	1,011,908	5,000	0	1	0
0299	2008-08-23	01-03-20-25-36-45	24	130	10	4	4	7	1,483,772,529	29	59,691,999	1,118	1,548,362	58,114	59,575	984,255	5,000	6	1	0
0300	2008-08-30	07-09-10-12-26-38	39	102	8	4	5	12	836,092,425	34	49,181,908	1,416	1,180,922	70,193	47,646	1,102,135	5,000	8	4	0
0301	2008-09-06	07-11-13-33-37-43	26	144	6	3	5	7	1,447,385,015	47	35,927,997	1,271	1,328,573	65,756	51,361	1,060,486	5,000	5	2	0
0302	2008-09-13	13-19-20-32-38-42	04	164	8	5	6	2	5,472,167,250	44	41,455,813	1,134	1,608,515	59,455	61,360	990,149	5,000	1	1	0
0303	2008-09-20	02-14-17-30-38-45	43	146	8	2	4	6	1,672,749,000	29	57,681,000	1,158	1,444,516	56,266	59,459	938,678	5,000	5	1	0
0304	2008-09-27	04-10-16-26-33-41	38	130	9	3	5	6	1,661,646,150	37	44,909,356	1,426	1,165,250	62,096	53,519	992,573	5,000	3	3	0
0305	2008-10-04	07-08-18-21-23-39	09	116	9	1	3	5	2,008,210,140	34	49,220,837	1,377	1,215,330	66,162	50,589	1,049,049	5,000	5	0	0
0306	2008-10-11	04-18-23-30-34-41	19	150	8	5	5	5	2,102,669,520	23	76,183,679	1,219	1,437,428	56,687	61,822	937,697	5,000	5	0	0
0307	2008-10-18	05-15-21-23-25-45	12	134	7	3	6	4	2,587,643,250	28	61,610,554	1,177	1,465,672	59,400	58,085	937,908	5,000	4	0	0
0308	2008-10-25	14-15-17-19-37-45	40	147	9	5	6	1	10,232,872,800	27	63,165,882	978	1,743,844	53,749	63,461	922,984	5,000	1	0	0
0309	2008-11-01	01-02-05-11-18-36	22	73	10	3	6	11	901,622,946	25	66,119,016	1,390	1,189,191	69,125	47,826	1,109,802	5,000	9	2	0
0310	2008-11-08	01-05-19-28-34-41	16	128	10	5	5	8	1,296,713,325	29	59,619,004	1,086	1,592,036	53,956	64,088	913,906	5,000	8	0	0
0311	2008-11-15	04-12-24-27-28-32	10	127	7	2	4	8	1,237,691,063	43	38,378,018	1,363	1,210,752	64,780	50,950	1,020,412	5,000	4	4	0
0312	2008-11-22	02-03-05-06-12-20	25	48	8	3	4	15	629,017,820	58	27,112,838	2,064	761,892	91,934	34,211	1,080,450	5,000	3	12	0
0313	2008-11-29	09-17-34-35-43-45	02	183	8	3	3	6	1,715,422,800	26	65,977,800	1,120	1,531,628	55,743	61,548	936,364	5,000	5	1	0
0314	2008-12-06	15-17-19-34-38-41	02	164	7	5	6	6	1,660,512,200	24	69,188,009	1,067	1,556,244	54,892	60,502	911,785	5,000	4	2	0
0315	2008-12-13	01-13-33-35-43-45	23	170	6	4	5	8	1,308,728,625	32	54,530,360	1,063	1,641,554	56,207	62,091	943,975	5,000	8	0	0
0316	2008-12-20	10-11-21-27-31-39	43	139	9	1	4	6	1,673,586,400	29	57,709,876	1,398	1,197,130	68,356	48,967	1,060,204	5,000	2	4	0
0317	2008-12-27	03-10-11-22-36-39	08	121	10	4	5	4	2,576,258,550	25	68,700,228	1,132	1,517,232	57,565	59,672	978,500	5,000	3	1	0
0318	2009-01-03	02-17-19-20-34-45	21	137	8	6	6	9	1,207,436,600	28	64,684,104	1,381	1,311,481	64,077	56,531	1,044,063	5,000	7	2	0
0319	2009-01-10	05-08-22-28-33-42	37	138	8	2	4	5	2,135,659,380	26	68,450,622	1,151	1,546,235	59,490	59,833	984,086	5,000	2	3	0
0320	2009-01-17	16-19-23-25-41-45	03	169	8	3	3	2	5,513,067,900	25	73,507,572	1,081	1,699,991	57,061	64,412	990,610	5,000	1	1	0
0321	2009-01-24	12-18-20-21-25-34	42	130	8	4	5	6	1,959,136,100	35	55,975,318	1,276	1,535,374	68,791	56,960	1,143,526	5,000	6	0	0
0322	2009-01-31	09-18-29-32-38-43	20	169	6	1	5	6	1,904,544,700	29	65,673,956	1,465	1,300,031	67,829	56,158	1,085,740	5,000	5	1	0
0323	2009-02-07	10-14-15-32-36-42	03	149	8	4	5	8	1,461,025,388	27	72,149,402	1,175	1,657,902	60,796	64,085	1,024,880	5,000	7	1	0
0324	2009-02-14	02-04-21-25-33-36	17	121	10	5	5	6	1,865,130,350	40	46,628,259	1,228	1,518,836	62,473	59,710	1,068,571	5,000	5	1	0
0325	2009-02-21	07-17-20-32-44-45	33	165	7	3	4	6	1,806,122,450	33	54,730,984	1,258	1,435,710	62,629	57,677	1,051,453	5,000	6	0	0
0326	2009-02-28	16-23-25-33-36-39	40	172	9	5	6	6	1,832,134,550	31	59,101,115	1,335	1,372,386	64,087	57,177	1,058,186	5,000	4	2	0
0327	2009-03-07	06-12-13-17-32-44	24	124	10	4	4	12	882,674,750	39	45,265,372	1,242	1,421,377	63,599	55,515	1,048,457	5,000	4	8	0
0328	2009-03-14	01-06-09-16-17-28	24	77	8	4	5	6	1,819,795,900	30	60,659,864	1,380	1,318,693	66,590	54,657	1,092,107	5,000	4	2	0
0329	2009-03-21	09-17-19-30-35-42	04	152	10	3	4	6	1,830,391,200	33	55,466,400	1,215	1,506,495	62,711	58,376	1,059,068	5,000	5	1	0
0330	2009-03-28	03-04-16-17-19-20	23	79	5	5	5	9	1,162,280,200	32	54,481,885	1,431	1,218,324	69,225	50,370	1,099,109	5,000	3	6	0
0331	2009-04-04	04-09-14-26-31-44	39	128	6	3	4	5	2,165,902,620	45	40,109,308	1,365	1,322,285	64,617	55,866	1,054,309	5,000	3	2	0
0332	2009-04-11	16-17-34-36-42-45	03	190	10	4	6	8	1,359,448,388	37	48,989,132	1,098	1,650,818	59,833	60,589	979,060	5,000	4	4	0
0333	2009-04-18	05-14-27-30-39-43	35	158	6	2	4	7	1,550,987,143	36	50,263,473	1,365	1,325,631	59,991	60,326	982,937	5,000	5	2	0
0334	2009-04-25	13-15-21-29-39-43	33	160	8	2	5	7	1,523,002,972	31	57,317,317	1,055	1,684,206	52,311	67,934	890,292	5,000	5	2	0
0335	2009-05-02	05-09-16-23-26-45	21	124	9	5	6	5	2,037,492,480	28	60,639,658	1,222	1,389,453	60,578	56,057	1,001,927	5,000	5	0	0
0336	2009-05-09	03-05-20-34-35-44	16	141	9	5	6	6	1,685,632,650	30	56,187,755	989	1,704,381	54,887	61,422	935,668	5,000	6	0	0
